UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,APPLCN,APPLCNM,APPLCNW,APPLCNAN,APPLCNUN,ADMSSN,ADMSSNM,ADMSSNW,ADMSSNAN,ADMSSNUN,ENRLT,ENRLM,ENRLW,ENRLAN,ENRLUN,ENRLFT,ENRLFTM,ENRLFTW,ENRLFTAN,ENRLFTUN,ENRLPT,ENRLPTM,ENRLPTW,ENRLPTAN,ENRLPTUN,SATNUM,SATPCT,ACTNUM,ACTPCT,SATVR25,SATVR50,SATVR75,SATMT25,SATMT50,SATMT75,ACTCM25,ACTCM50,ACTCM75,ACTEN25,ACTEN50,ACTEN75,ACTMT25,ACTMT50,ACTMT75
150455,1,5,1,1,1,3,5,1,3,3,1,3,1375,631,725,19.0,0,1007.0,424.0,565.0,18.0,0,172.0,86.0,82.0,4.0,0,172.0,86.0,82.0,4.0,0.0,,,,,,43.0,25.0,33.0,19.0,590.0,660.0,710.0,540.0,610.0,670.0,24.0,26.0,32.0,21.0,26.0,33.0,23.0,26.0,28.0
150534,1,5,1,1,5,5,5,1,3,5,5,5,4397,2620,1777,,0,3356.0,2125.0,1231.0,,0,377.0,148.0,229.0,,0,377.0,148.0,229.0,,0.0,0.0,0.0,0.0,,0.0,191.0,51.0,99.0,26.0,525.0,590.0,650.0,520.0,570.0,650.0,21.0,25.0,28.0,20.0,24.0,29.0,19.0,25.0,27.0
150604,1,5,1,5,5,5,5,3,3,5,5,5,1737,716,995,26.0,0,1613.0,659.0,932.0,22.0,0,246.0,124.0,122.0,0.0,0,245.0,124.0,121.0,,0.0,1.0,0.0,1.0,,0.0,113.0,46.0,26.0,11.0,480.0,550.0,590.0,490.0,540.0,580.0,18.0,22.0,25.0,17.0,21.0,25.0,16.0,22.0,26.0
150668,1,1,1,3,1,3,5,1,3,3,1,3,991,330,651,10.0,0,927.0,306.0,612.0,9.0,0,166.0,62.0,101.0,3.0,0,165.0,62.0,100.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,52.0,31.0,14.0,8.0,490.0,560.0,620.0,490.0,530.0,590.0,22.0,27.0,29.0,17.0,25.0,31.0,23.0,26.0,27.0
150677,1,5,1,5,5,3,5,3,3,3,1,3,4071,1220,2851,,0,3445.0,967.0,2478.0,,0,445.0,162.0,283.0,,0,445.0,162.0,283.0,,0.0,,,,,,94.0,21.0,47.0,11.0,480.0,550.0,610.0,490.0,530.0,580.0,18.0,23.0,26.0,15.0,23.0,27.0,17.0,22.0,26.0
150756,1,5,1,5,1,3,5,1,3,3,5,3,3187,1412,1759,16.0,0,2362.0,998.0,1359.0,5.0,0,280.0,127.0,152.0,1.0,0,280.0,127.0,152.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,21.0,39.0,14.0,550.0,600.0,650.0,540.0,590.0,620.0,24.0,26.0,29.0,,,,,,
150774,1,5,1,5,5,5,5,1,3,5,5,5,944,485,459,,0,719.0,371.0,348.0,,0,203.0,127.0,76.0,,0,187.0,111.0,76.0,,0.0,16.0,16.0,0.0,,0.0,12.0,6.0,4.0,2.0,610.0,665.0,703.0,593.0,655.0,670.0,,,,,,,,,
150941,1,5,1,1,5,3,5,1,3,5,5,3,1098,437,661,,0,851.0,340.0,511.0,,0,272.0,109.0,163.0,,0,252.0,97.0,155.0,,0.0,20.0,12.0,8.0,,0.0,122.0,45.0,61.0,22.0,480.0,550.0,610.0,490.0,540.0,600.0,18.0,22.0,26.0,16.0,21.0,26.0,17.0,21.0,25.0
151102,1,3,1,1,3,3,5,1,3,3,3,3,5853,2804,3049,,0,4721.0,2237.0,2484.0,,0,1210.0,629.0,581.0,,0,1172.0,612.0,560.0,,0.0,38.0,17.0,21.0,,0.0,680.0,56.0,153.0,13.0,490.0,550.0,610.0,490.0,540.0,600.0,20.0,23.0,26.0,18.0,22.0,26.0,18.0,23.0,26.0
151111,1,5,1,1,3,3,5,1,3,5,5,3,15637,6102,9535,,0,12961.0,4916.0,8045.0,,0,3523.0,1419.0,2104.0,,0,3399.0,1355.0,2044.0,,0.0,124.0,64.0,60.0,,0.0,1095.0,31.0,298.0,9.0,530.0,580.0,630.0,520.0,560.0,620.0,21.0,25.0,27.0,20.0,23.0,27.0,20.0,24.0,27.0
151263,1,3,5,5,5,5,3,1,3,3,5,3,9869,3695,6110,64.0,0,7514.0,2706.0,4771.0,37.0,0,856.0,358.0,498.0,0.0,0,851.0,357.0,494.0,,0.0,5.0,1.0,4.0,,0.0,,,,,,,,,,,,,,,,,,,
151290,1,3,1,5,5,3,3,3,3,3,3,3,5323,2863,2439,21.0,0,3442.0,1847.0,1591.0,4.0,0,515.0,312.0,201.0,2.0,0,510.0,309.0,199.0,2.0,0.0,5.0,3.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
151306,1,3,1,5,3,3,5,1,3,3,3,3,4277,1367,2910,0.0,0,4039.0,1285.0,2754.0,,0,1251.0,459.0,792.0,,0,1234.0,452.0,782.0,,0.0,17.0,7.0,10.0,,0.0,456.0,36.0,170.0,14.0,510.0,570.0,620.0,520.0,565.0,620.0,21.0,23.0,26.0,20.0,23.0,25.0,20.0,24.0,26.0
151324,1,3,1,1,5,5,3,1,3,3,5,3,18531,6587,11924,20.0,0,17105.0,5962.0,11126.0,17.0,0,1535.0,653.0,869.0,13.0,0,1525.0,651.0,861.0,13.0,0.0,10.0,2.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
151333,5,5,1,1,3,3,5,1,3,3,3,3,1972,620,1352,,0,1691.0,516.0,1175.0,,0,517.0,180.0,337.0,,0,495.0,173.0,322.0,,0.0,22.0,7.0,15.0,,0.0,156.0,30.0,17.0,3.0,500.0,560.0,600.0,500.0,540.0,590.0,21.0,23.0,26.0,19.0,21.0,25.0,18.0,23.0,25.0
151342,5,3,1,1,5,3,5,1,3,3,3,3,2348,779,1569,,0,2040.0,658.0,1382.0,,0,771.0,282.0,489.0,,0,690.0,252.0,438.0,,0.0,81.0,30.0,51.0,,0.0,145.0,19.0,18.0,2.0,490.0,550.0,590.0,480.0,520.0,600.0,18.0,19.0,22.0,15.0,18.0,21.0,16.0,19.0,23.0
151351,1,1,1,1,5,3,5,1,3,5,1,3,50080,23646,26434,,0,41272.0,19322.0,21950.0,,0,9736.0,4887.0,4849.0,,0,9709.0,4875.0,4834.0,,0.0,27.0,12.0,15.0,,0.0,3721.0,38.0,2059.0,21.0,590.0,640.0,690.0,590.0,650.0,710.0,27.0,30.0,32.0,25.0,30.0,34.0,25.0,28.0,31.0
151360,5,5,1,1,5,3,5,1,3,3,3,3,1915,541,1374,,0,1538.0,430.0,1108.0,,0,420.0,114.0,306.0,,0,389.0,112.0,277.0,,0.0,31.0,2.0,29.0,,0.0,102.0,24.0,16.0,4.0,480.0,540.0,600.0,470.0,520.0,570.0,20.0,22.0,25.0,20.0,23.0,26.0,17.0,21.0,24.0
151379,5,3,1,1,3,3,5,1,3,3,3,3,1923,670,1253,,0,1639.0,558.0,1081.0,,0,606.0,220.0,386.0,,0,566.0,205.0,361.0,,0.0,40.0,15.0,25.0,,0.0,113.0,19.0,108.0,18.0,510.0,560.0,610.0,490.0,540.0,580.0,20.0,23.0,25.0,19.0,22.0,25.0,17.0,20.0,25.0
151388,5,5,1,1,5,3,5,1,3,3,3,3,1586,525,1061,,0,1230.0,410.0,820.0,,0,349.0,141.0,208.0,,0,312.0,125.0,187.0,,0.0,37.0,16.0,21.0,,0.0,46.0,13.0,35.0,10.0,490.0,540.0,610.0,470.0,530.0,590.0,18.0,22.0,26.0,19.0,21.0,25.0,17.0,21.0,26.0
151467,1,3,1,3,3,3,3,3,3,5,1,3,216,44,172,,0,155.0,35.0,120.0,,0,32.0,4.0,28.0,,0,32.0,4.0,28.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
151777,1,5,1,5,5,5,3,1,3,5,5,3,2871,1671,1200,0.0,0,1906.0,1027.0,879.0,,0,257.0,126.0,131.0,,0,257.0,126.0,131.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
151786,1,5,1,5,5,3,3,1,3,5,5,5,1997,853,1144,,0,1874.0,787.0,1087.0,,0,464.0,218.0,246.0,,0,462.0,218.0,244.0,,0.0,2.0,0.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,
151801,1,5,1,5,1,5,5,1,3,3,5,5,3946,1484,2462,,0,3422.0,1286.0,2136.0,,0,580.0,216.0,364.0,,0,580.0,216.0,364.0,,0.0,0.0,0.0,0.0,,0.0,264.0,46.0,115.0,20.0,490.0,550.0,600.0,510.0,540.0,590.0,21.0,24.0,27.0,21.0,24.0,28.0,18.0,24.0,26.0
152080,1,5,1,1,1,5,5,1,3,5,1,5,26509,12958,13551,,0,3421.0,1789.0,1632.0,,0,2037.0,1058.0,979.0,,0,2037.0,1058.0,979.0,,0.0,,,,,,731.0,36.0,628.0,31.0,710.0,740.0,760.0,740.0,770.0,790.0,32.0,34.0,35.0,,,,,,
152099,1,5,1,5,5,3,1,1,3,5,5,3,883,429,454,0.0,0,492.0,244.0,248.0,,0,128.0,72.0,56.0,,0,124.0,69.0,55.0,,0.0,4.0,3.0,1.0,,0.0,47.0,38.0,12.0,9.0,430.0,500.0,570.0,420.0,500.0,580.0,17.0,20.0,23.0,14.0,18.0,22.0,16.0,19.0,22.0
152318,5,5,1,1,1,3,5,1,3,5,1,5,5011,3878,1133,,0,3659.0,2764.0,895.0,,0,602.0,476.0,126.0,,0,602.0,476.0,126.0,,0.0,,,,,,248.0,42.0,183.0,31.0,620.0,670.0,720.0,670.0,720.0,763.0,27.0,31.0,33.0,25.0,30.0,34.0,28.0,31.0,34.0
152336,1,5,1,5,5,5,5,1,3,5,5,3,1391,553,838,0.0,0,1364.0,539.0,825.0,,0,366.0,154.0,212.0,,0,359.0,150.0,209.0,,0.0,7.0,4.0,3.0,,0.0,179.0,49.0,43.0,12.0,460.0,520.0,570.0,470.0,520.0,560.0,18.0,21.0,24.0,16.0,21.0,23.0,17.0,20.0,24.0
152381,1,5,1,3,5,3,5,1,5,5,5,5,971,399,558,13.0,1,759.0,273.0,484.0,2.0,0,200.0,80.0,120.0,0.0,0,199.0,80.0,119.0,,0.0,1.0,0.0,1.0,,0.0,32.0,16.0,10.0,5.0,420.0,490.0,512.0,448.0,500.0,540.0,18.0,22.0,30.0,18.0,22.0,30.0,16.0,22.0,29.0
152390,1,5,1,5,1,3,5,1,3,5,5,3,2260,0,2260,0.0,0,1896.0,,1896.0,,0,397.0,,397.0,,0,397.0,,397.0,,0.0,,,,,,118.0,30.0,77.0,19.0,560.0,620.0,680.0,540.0,600.0,648.0,26.0,28.0,32.0,25.0,30.0,33.0,23.0,25.0,27.0
152497,5,3,1,5,3,1,5,1,3,3,1,3,9,2,7,,0,9.0,2.0,7.0,,0,4.0,2.0,2.0,,0,4.0,2.0,2.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
152530,1,5,1,1,1,3,5,1,3,5,1,3,2099,913,1186,,0,1566.0,675.0,891.0,,0,521.0,244.0,277.0,,0,521.0,244.0,277.0,,0.0,0.0,0.0,0.0,,0.0,320.0,61.0,183.0,35.0,550.0,610.0,660.0,540.0,590.0,650.0,23.0,27.0,30.0,22.0,26.0,32.0,23.0,25.0,28.0
152567,1,5,1,3,5,3,5,1,3,3,5,3,3904,2322,1582,,0,3587.0,2102.0,1485.0,,0,653.0,418.0,235.0,,0,653.0,418.0,235.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
152600,5,5,1,5,5,5,5,1,3,5,1,3,6842,3128,3714,,0,6442.0,2884.0,3558.0,,0,604.0,257.0,347.0,,0,603.0,256.0,347.0,,0.0,1.0,1.0,0.0,,0.0,135.0,22.0,45.0,7.0,580.0,630.0,680.0,560.0,610.0,680.0,27.0,28.0,30.0,24.0,27.0,31.0,24.0,27.0,29.0
152673,1,5,1,1,5,3,5,1,3,5,5,5,1914,1902,12,,0,1177.0,1177.0,0.0,,0,258.0,258.0,,,0,258.0,258.0,,,0.0,,,,,,134.0,52.0,34.0,13.0,560.0,610.0,650.0,562.0,615.0,670.0,22.0,26.0,30.0,20.0,23.0,27.0,24.0,26.0,28.0
152798,1,3,1,3,1,3,3,3,3,3,3,3,0,0,0,,0,,,,,0,,,,,0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,
153001,1,5,5,5,5,3,5,5,3,3,5,3,1562,795,724,11.0,32,1207.0,617.0,566.0,8.0,16,236.0,125.0,110.0,1.0,0,236.0,125.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,134.0,57.0,480.0,500.0,570.0,450.0,520.0,560.0,20.0,22.0,24.0,18.0,21.0,23.0,18.0,22.0,25.0
153108,1,5,1,5,3,3,5,1,3,3,5,5,1970,1018,952,0.0,0,1561.0,802.0,759.0,,0,351.0,192.0,159.0,,0,351.0,192.0,159.0,,0.0,0.0,0.0,0.0,,0.0,34.0,10.0,220.0,63.0,520.0,540.0,608.0,520.0,560.0,610.0,19.0,22.0,26.0,17.0,21.0,25.0,18.0,22.0,25.0
153126,1,3,1,3,3,3,5,1,3,3,5,3,2665,2241,424,,0,2260.0,1862.0,398.0,,0,193.0,119.0,74.0,,0,193.0,119.0,74.0,,0.0,,,,,,9.0,5.0,30.0,16.0,460.0,540.0,590.0,460.0,530.0,570.0,18.0,20.0,23.0,15.0,18.0,22.0,17.0,20.0,26.0
153162,1,5,5,5,5,3,5,5,3,3,1,3,3057,1512,1545,,0,2425.0,1152.0,1273.0,,0,329.0,181.0,148.0,,0,329.0,181.0,148.0,,0.0,,,,,,33.0,10.0,84.0,26.0,600.0,630.0,690.0,570.0,630.0,690.0,23.0,26.0,30.0,21.0,26.0,31.0,21.0,25.0,28.0
153241,1,5,1,3,1,3,5,5,3,5,1,3,0,0,0,,0,,,,,0,,,,,0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,
153250,1,5,1,1,3,3,5,1,3,3,5,3,1476,823,653,,0,1294.0,650.0,644.0,,0,444.0,229.0,215.0,,0,438.0,226.0,212.0,,0.0,6.0,3.0,3.0,,0.0,77.0,17.0,292.0,66.0,510.0,580.0,640.0,510.0,570.0,620.0,21.0,24.0,28.0,21.0,24.0,28.0,20.0,24.0,27.0
153269,1,3,1,5,5,5,5,1,3,5,5,3,8621,3881,4699,41.0,0,5796.0,2446.0,3340.0,10.0,0,733.0,296.0,437.0,0.0,0,731.0,295.0,436.0,,0.0,2.0,1.0,1.0,,0.0,120.0,17.0,264.0,36.0,560.0,640.0,670.0,550.0,630.0,670.0,25.0,28.0,30.0,24.0,27.0,32.0,23.0,27.0,30.0
153278,1,5,1,5,5,3,5,1,3,3,5,3,1579,1005,574,0.0,0,1343.0,858.0,485.0,,0,318.0,198.0,120.0,,0,316.0,198.0,118.0,,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
153302,1,3,1,3,1,3,5,1,3,3,1,3,70,27,43,,0,70.0,27.0,43.0,,0,43.0,16.0,27.0,,0,43.0,16.0,27.0,,0.0,0.0,0.0,0.0,,0.0,3.0,7.0,28.0,65.0,,,,,,,19.0,21.0,27.0,18.0,23.0,32.0,17.0,20.0,25.0
153320,1,3,1,5,1,3,1,1,3,3,1,5,286,121,165,0.0,0,150.0,70.0,80.0,,0,106.0,47.0,59.0,,0,104.0,46.0,58.0,,0.0,2.0,1.0,1.0,,0.0,15.0,14.0,64.0,60.0,490.0,590.0,630.0,450.0,500.0,600.0,17.0,21.0,23.0,17.0,20.0,25.0,16.0,18.0,23.0
153366,1,5,1,3,5,3,5,1,3,3,5,3,2011,1125,859,27.0,0,1498.0,870.0,622.0,6.0,0,202.0,146.0,56.0,0.0,0,202.0,146.0,56.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
153375,1,3,3,3,3,3,3,1,3,3,3,3,1886,779,1107,,0,1856.0,763.0,1093.0,,0,331.0,151.0,180.0,,0,330.0,151.0,179.0,,0.0,1.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,
153384,5,5,1,5,5,5,5,1,5,5,1,5,9997,4758,5104,135.0,0,1076.0,450.0,617.0,9.0,0,437.0,194.0,243.0,0.0,0,437.0,194.0,243.0,,0.0,,,,,,121.0,28.0,119.0,27.0,680.0,730.0,750.0,700.0,750.0,780.0,31.0,33.0,34.0,32.0,34.0,35.0,27.0,30.0,33.0
153603,1,5,1,1,3,3,5,1,3,3,3,3,21919,11596,10323,0.0,0,19776.0,10388.0,9388.0,,0,5728.0,3183.0,2545.0,,0,5683.0,3154.0,2529.0,,0.0,45.0,29.0,16.0,,0.0,1060.0,19.0,3266.0,57.0,540.0,600.0,660.0,550.0,620.0,690.0,21.0,24.0,28.0,19.0,23.0,27.0,19.0,24.0,27.0
153621,1,3,1,3,5,3,5,1,3,3,5,3,2975,1462,1512,1.0,0,2404.0,1131.0,1273.0,0.0,0,193.0,114.0,79.0,,0,191.0,114.0,77.0,,0.0,2.0,0.0,2.0,,0.0,17.0,9.0,34.0,18.0,420.0,470.0,490.0,410.0,440.0,520.0,16.0,20.0,22.0,15.0,18.0,20.0,16.0,18.0,22.0
153658,1,5,1,1,5,5,5,1,3,3,5,3,25729,11278,14388,63.0,0,22128.0,9789.0,12281.0,58.0,0,5178.0,2152.0,2986.0,40.0,0,5157.0,2140.0,2977.0,40.0,0.0,21.0,12.0,9.0,0.0,0.0,1077.0,21.0,3264.0,63.0,570.0,620.0,670.0,560.0,610.0,670.0,22.0,25.0,28.0,21.0,24.0,29.0,20.0,24.0,27.0
153825,1,3,1,5,5,3,3,1,3,3,5,3,1860,1194,666,,0,1671.0,1051.0,620.0,,0,286.0,181.0,105.0,,0,286.0,181.0,105.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
153834,1,1,1,5,1,3,5,1,3,5,1,3,2188,1177,1011,,0,1648.0,865.0,783.0,,0,400.0,183.0,217.0,,0,400.0,183.0,217.0,,0.0,,,,,,31.0,8.0,125.0,31.0,520.0,575.0,640.0,555.0,630.0,690.0,22.0,26.0,29.0,21.0,26.0,32.0,21.0,25.0,28.0
153861,1,3,1,3,1,3,3,1,3,5,5,3,70,18,52,,0,66.0,15.0,51.0,,0,36.0,7.0,29.0,,0,20.0,5.0,15.0,,0.0,16.0,2.0,14.0,,0.0,,,,,,,,,,,,,,,,,,,
153977,1,3,1,3,3,3,5,1,3,3,3,3,152,17,135,,0,147.0,16.0,131.0,,0,69.0,10.0,59.0,,0,49.0,7.0,42.0,,0.0,20.0,3.0,17.0,,0.0,0.0,0.0,2.0,3.0,,,,,,,,,,,,,,,
154004,1,5,1,3,3,3,3,1,3,3,3,3,3222,1385,1837,,0,2275.0,1000.0,1275.0,,0,346.0,180.0,166.0,,0,346.0,180.0,166.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
154013,1,5,1,5,5,3,5,1,3,5,5,5,1569,597,972,0.0,0,1181.0,417.0,764.0,,0,224.0,102.0,122.0,,0,221.0,101.0,120.0,,0.0,3.0,1.0,2.0,,0.0,,,72.0,33.0,,,,,,,18.0,21.0,24.0,17.0,20.0,22.0,17.0,20.0,25.0
154095,1,3,1,1,3,3,5,3,3,3,3,3,4594,1753,2841,,0,4362.0,1650.0,2712.0,,0,1436.0,519.0,917.0,,0,1425.0,512.0,913.0,,0.0,11.0,7.0,4.0,,0.0,16.0,1.0,642.0,45.0,530.0,580.0,680.0,490.0,570.0,650.0,20.0,22.0,26.0,19.0,21.0,25.0,18.0,21.0,26.0
154101,1,3,1,3,3,3,3,1,3,3,3,3,1105,635,470,0.0,0,965.0,540.0,425.0,,0,288.0,149.0,139.0,,0,288.0,149.0,139.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
154235,1,5,1,5,5,5,5,1,3,5,5,5,3589,1636,1841,112.0,0,2653.0,1134.0,1424.0,95.0,0,459.0,221.0,238.0,0.0,0,458.0,221.0,237.0,,0.0,1.0,0.0,1.0,,0.0,94.0,20.0,135.0,29.0,500.0,540.0,620.0,520.0,560.0,620.0,20.0,24.0,27.0,19.0,23.0,26.0,18.0,22.0,26.0
154262,1,3,1,3,3,3,5,1,3,5,5,3,15,0,15,,0,12.0,,12.0,,0,8.0,,8.0,,0,6.0,,6.0,,0.0,2.0,,2.0,,0.0,0.0,0.0,7.0,88.0,,,,,,,15.0,16.0,19.0,15.0,16.0,20.0,15.0,17.0,19.0
154350,1,5,1,1,5,3,5,1,3,3,5,3,1569,852,708,9.0,0,1398.0,745.0,645.0,8.0,0,302.0,159.0,143.0,0.0,0,301.0,158.0,143.0,,0.0,1.0,1.0,0.0,,0.0,2.0,1.0,6.0,2.0,,,,,,,31.0,31.0,33.0,32.0,33.0,35.0,29.0,30.0,35.0
154493,1,5,1,3,3,3,1,1,3,3,3,3,1405,843,562,0.0,0,762.0,458.0,304.0,,0,216.0,130.0,86.0,,0,216.0,130.0,86.0,,0.0,0.0,0.0,0.0,,0.0,25.0,12.0,97.0,45.0,430.0,470.0,540.0,460.0,500.0,510.0,18.0,21.0,24.0,15.0,20.0,23.0,17.0,21.0,24.0
154518,1,5,1,5,3,3,3,1,3,3,5,3,1056,649,407,,0,780.0,474.0,306.0,,0,172.0,103.0,69.0,,0,172.0,103.0,69.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
154527,1,1,1,1,1,5,5,1,3,3,5,5,2779,1234,1544,1.0,0,2708.0,1194.0,1513.0,1.0,0,351.0,180.0,171.0,0.0,0,351.0,180.0,171.0,,0.0,0.0,0.0,0.0,,0.0,17.0,5.0,138.0,39.0,500.0,540.0,560.0,470.0,520.0,560.0,19.0,22.0,25.0,17.0,21.0,25.0,18.0,23.0,25.0
154590,1,5,1,5,5,3,5,1,3,3,5,3,1264,807,457,0.0,0,729.0,452.0,277.0,,0,317.0,188.0,129.0,,0,316.0,188.0,128.0,,0.0,1.0,0.0,1.0,,0.0,57.0,18.0,138.0,44.0,430.0,490.0,540.0,420.0,460.0,540.0,16.0,18.0,21.0,14.0,16.0,20.0,16.0,18.0,22.0
154688,1,5,1,3,3,3,5,1,3,3,5,3,776,345,428,3.0,0,712.0,321.0,389.0,2.0,0,232.0,127.0,105.0,0.0,0,229.0,125.0,104.0,,0.0,3.0,2.0,1.0,,0.0,2.0,1.0,15.0,6.0,,,,,,,17.0,20.0,23.0,15.0,19.0,23.0,16.0,19.0,24.0
154712,1,5,1,5,5,5,5,5,5,5,5,3,2895,1338,1557,,0,2861.0,1322.0,1539.0,,0,593.0,303.0,290.0,,0,593.0,303.0,290.0,,0.0,0.0,0.0,0.0,,0.0,111.0,19.0,280.0,47.0,560.0,620.0,690.0,550.0,600.0,670.0,22.0,25.0,28.0,21.0,25.0,30.0,20.0,24.0,27.0
154721,1,3,1,3,3,3,5,1,3,3,3,3,3521,2957,564,0.0,0,2325.0,1965.0,360.0,,0,259.0,175.0,84.0,,0,259.0,175.0,84.0,,0.0,0.0,0.0,0.0,,0.0,50.0,19.0,120.0,46.0,440.0,480.0,500.0,443.0,505.0,520.0,15.0,19.0,22.0,14.0,17.0,21.0,15.0,17.0,21.0
154749,1,3,3,3,5,3,5,1,5,3,5,3,597,344,253,,0,580.0,336.0,244.0,,0,111.0,61.0,50.0,,0,111.0,61.0,50.0,,0.0,,,,,,15.0,14.0,56.0,50.0,430.0,480.0,530.0,430.0,460.0,560.0,19.0,22.0,24.0,19.0,21.0,24.0,18.0,20.0,24.0
155025,1,5,1,3,3,3,5,3,3,3,3,3,1846,599,1247,0.0,0,1766.0,578.0,1188.0,,0,537.0,183.0,353.0,1.0,0,534.0,182.0,351.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,,,193.0,36.0,,,,,,,16.0,21.0,24.0,15.0,21.0,23.0,16.0,19.0,24.0
155061,5,3,5,5,3,3,5,1,3,3,3,3,1828,740,1087,1.0,0,1609.0,656.0,952.0,1.0,0,825.0,336.0,488.0,1.0,0,784.0,323.0,460.0,1.0,0.0,41.0,13.0,28.0,0.0,0.0,48.0,6.0,678.0,82.0,460.0,520.0,590.0,480.0,550.0,600.0,18.0,20.0,24.0,16.0,20.0,23.0,17.0,20.0,24.0
155070,1,5,1,3,1,3,3,1,3,5,5,3,205,104,101,,0,108.0,57.0,51.0,,0,22.0,10.0,12.0,,0,21.0,10.0,11.0,,0.0,1.0,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,
155089,1,3,1,3,3,3,5,1,3,3,3,3,1620,957,662,1.0,0,1025.0,618.0,406.0,1.0,0,265.0,145.0,120.0,0.0,0,260.0,140.0,120.0,,0.0,5.0,5.0,0.0,,0.0,29.0,11.0,140.0,53.0,481.0,540.0,612.0,469.0,531.0,569.0,19.0,22.0,26.0,17.0,20.0,26.0,17.0,20.0,24.0
155140,1,1,1,3,3,3,3,3,3,3,3,3,269,126,143,,0,251.0,112.0,139.0,,0,226.0,100.0,126.0,,0,223.0,99.0,124.0,,0.0,3.0,1.0,2.0,,0.0,,,,,,,,,,,,,,,,,,,
155283,3,3,1,3,3,3,3,3,1,5,3,3,409,36,373,,0,403.0,34.0,369.0,,0,171.0,10.0,161.0,,0,171.0,10.0,161.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
155317,1,3,5,5,3,3,5,1,3,3,3,3,16204,7271,8933,,0,14234.0,6102.0,8132.0,,0,4457.0,1982.0,2475.0,,0,4371.0,1943.0,2428.0,,0.0,86.0,39.0,47.0,,0.0,415.0,9.0,3244.0,73.0,550.0,610.0,670.0,540.0,600.0,670.0,21.0,24.0,28.0,20.0,23.0,28.0,18.0,23.0,27.0
155335,1,3,1,3,3,3,5,1,3,3,3,3,1454,453,979,,22,742.0,265.0,477.0,,0,177.0,76.0,101.0,,0,177.0,76.0,101.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
155399,1,5,1,5,3,3,5,3,3,5,3,3,9706,4489,5217,,0,9234.0,4244.0,4990.0,,0,2909.0,1444.0,1465.0,,0,2839.0,1416.0,1423.0,,0.0,70.0,28.0,42.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
155414,1,3,1,3,3,3,3,3,3,3,3,3,1356,917,439,,0,944.0,611.0,333.0,,0,234.0,141.0,93.0,,0,234.0,141.0,93.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
155423,3,3,1,3,3,3,3,3,1,3,3,3,662,383,275,4.0,0,278.0,190.0,88.0,0.0,0,248.0,172.0,76.0,,0,183.0,134.0,49.0,,0.0,65.0,38.0,27.0,,0.0,,,,,,,,,,,,,,,,,,,
155496,1,3,3,3,1,3,5,1,3,3,5,5,98,52,46,,0,47.0,22.0,25.0,,0,34.0,18.0,16.0,,0,34.0,18.0,16.0,,0.0,,,,,,2.0,6.0,24.0,71.0,,,,,,,15.0,21.0,23.0,14.0,20.0,26.0,15.0,21.0,26.0
155511,1,3,1,3,3,3,5,1,3,3,3,3,1445,1009,429,7.0,0,952.0,656.0,292.0,4.0,0,250.0,174.0,74.0,2.0,0,250.0,174.0,74.0,2.0,0.0,,,,,,51.0,20.0,119.0,48.0,458.0,520.0,570.0,450.0,520.0,550.0,17.0,19.0,23.0,15.0,19.0,22.0,16.0,17.0,21.0
